yob,ptam,ptaf,ptap,ptapl,ptadpr,ptascs,REL,milk_yield,fat_yield,protein_yield,gps,category
1975,-2315.221919221886,-73.70164083900403,-71.67840761962373,-1.5713450556713144,0.30493843559491685,2.806530768904291,86.5433312959323,11708.995476396032,436.07910301936175,363.8669496849367,27.12,Low Producer
1975,-2224.573760512509,-82.31400696264446,-71.22080006849757,-0.27672405191758354,0.05052337876772228,3.2476208897080348,71.44708819272101,13820.436638497822,499.8914676159298,371.64428713679746,25.64,Low Producer
1975,-2180.2944628541754,-74.74030432223846,-67.45458494697877,0.3864355391909138,0.18285932828158158,3.10221027627178,72.19677867758345,10053.735333155644,468.1939461198391,366.7347099602955,28.82,Low Producer
1975,-2297.8184752937204,-77.16333709732666,-70.43865141203946,-2.6759926186326815,3.295090512365426,3.2890959764114105,88.48552654809647,11762.794501599948,503.47061033212884,305.95190302252365,27.1,Low Producer
1975,-2121.5082095628973,-79.90927725559965,-73.05811329774814,-1.9273055301720041,3.4336073846139956,3.1957227290020995,83.25720958185585,10871.021507141179,431.34156019004007,302.6891938553825,29.16,Low Producer
1975,-2133.7470407333894,-84.756111664048,-70.32508087246326,-1.2646669608850356,2.87365527578595,2.8841103267405237,84.08781524024246,12117.23265186522,462.3286127954976,334.2884001092847,30.59,Low Producer
1975,-2224.769728933408,-70.36041645377901,-68.48281071372175,-4.915278568479584,2.664702990180703,3.0646705908903074,85.27727010084618,13556.212301668624,453.96668876619657,357.7423087346709,26.1,Low Producer
1975,-2212.0217334344593,-79.160548149251,-69.57038427359036,-2.387401682385899,0.23382581597252494,3.3869124613446258,73.30861517340638,12480.36707228544,492.51816236268104,349.909579251381,23.17,Low Producer
1975,-2194.6269613331087,-79.20906734349933,-66.04009360469497,-0.5068733811628661,0.07683365469427095,2.806712245375008,91.73956290077591,10451.204478266021,460.7302736539527,342.86499647976274,28.8,Low Producer
1975,-2240.905054439316,-67.2307351471585,-66.20715322666635,-0.03568265519885072,2.697122449300628,3.2046208451592073,78.96138882885712,11290.9263331451,495.42764459305795,340.80968198945374,31.71,Low Producer
1975,-2263.80754332094,-61.59290611412525,-65.42678672172713,-4.725681180243386,0.41919443467312,3.4650830427912864,91.06648682425504,10335.557467605275,498.65838136857496,364.85506428815273,22.13,Low Producer
1975,-2229.006219423672,-81.06321035991145,-68.64645994393527,-2.718891080721801,2.2676556534430765,3.16764737606953,79.8256203514582,12125.136835554309,485.39940686367663,331.87449493956547,26.5,Low Producer
1975,-2216.4913973847965,-70.97062623467531,-66.05380329026661,0.5778378091360632,0.37940375025208295,3.053869962473027,72.33802006756272,12859.12300316617,468.94051232657955,384.77629884320555,29.9,Low Producer
1975,-2178.620932660992,-75.95361939665837,-68.95501556501279,-3.3045528563480557,0.9759329232098931,3.1364950994375698,71.57649171909145,12850.339449359886,475.0729697579246,354.40713096498456,25.01,Low Producer
1975,-2223.1493259873673,-84.86330885998338,-71.64003533722281,-2.1177622259361026,1.5949793907574907,3.2153235861941534,97.80301429134042,12488.030439065806,433.6920457292424,317.39468472916775,25.39,Low Producer
1975,-2226.877244020271,-71.39412420244291,-64.17097833676917,0.22668748695337237,3.799137194765023,3.031183536164629,86.36080073384682,11440.860173111423,491.38257102195274,315.33680684965265,34.31,Low Producer
1975,-2182.8869528201394,-75.93827243819608,-73.30262008448847,0.358680727232358,-1.3531707224948208,2.779204566245872,92.78626055179456,11978.578730224759,416.67894162641534,345.6927391186857,27.72,Low Producer
1975,-2304.7652572544866,-62.153257253418076,-65.05512683771806,-2.3445161737884685,-1.2270748878181408,3.497851922316391,97.1576031388089,11652.322885484064,485.448791717137,288.58313129167055,22.33,Low Producer
1975,-2280.5001394046,-75.59804257023741,-69.07368828187951,-1.0330992438005508,1.3930527774311354,3.5335713310454575,96.45344043670798,11735.835278233852,433.0516233577517,357.4238717449284,25.59,Low Producer
1975,-2290.1338356451965,-75.8319354014055,-68.50168183902261,-0.5740100986942518,1.9250993415155566,2.952578739795669,87.30759073282108,10633.23390373968,437.7008739571065,349.0549784740326,29.97,Low Producer
1975,-2109.710810869485,-74.0492583232687,-63.84518096460562,-1.1940487747668451,2.4992187423569927,3.4258475662414574,81.29752025394711,11938.362104143775,474.48964158894273,386.5254270090975,29.16,Low Producer
1975,-2284.1855908153234,-70.09091773710048,-65.44892300291045,-4.665731075561606,-0.5382360664655077,2.7513689208927783,95.31644344582496,11621.756516584106,383.8378605412347,336.93429159311034,23.76,Low Producer
1975,-2151.00531754027,-68.04313416758892,-67.81700457799148,-1.526492865542886,2.0353270586052243,3.138095276558761,97.44091210799336,10116.530828534203,391.5532581634265,342.1379898561973,29.66,Low Producer
1975,-2303.852217786277,-70.20442341781553,-67.70019014808553,-3.191783615389239,0.3319730074622984,2.966973025184431,95.11007547736833,13344.633542617845,448.41355290069095,333.43253293656227,25.19,Low Producer
1975,-2255.847935057024,-80.49664701033704,-70.71225617044686,-4.081359964618543,0.7510073289127193,3.2126442806653457,89.33105520162223,9319.641764347194,414.51631319958545,343.9249854274618,22.26,Low Producer
1975,-2234.802962448277,-76.37656406160359,-66.89457929709307,-0.13648612191485077,0.3103485081063143,3.0733199870581704,80.3732188781587,13785.828731334013,436.37152261519105,330.54773683860026,28.09,Low Producer
1975,-2355.2658317703485,-68.9450396080825,-72.1079704814554,-1.4484829927779128,2.2592101031957474,2.9861009195007044,82.52754627105674,11364.976665685965,405.88429957482,340.8706499337698,29.15,Low Producer
1975,-2272.1049852251344,-84.70145020593354,-70.99714355027388,-3.446786406505911,3.1932841255943343,3.3939607465288795,92.09679468100548,10625.514616038889,430.4817423766755,397.36394798676196,24.79,Low Producer
1975,-2169.53478887902,-77.89793900188317,-63.74503517474282,-2.1985245416353454,0.13107744120575138,3.5070610259042843,85.98179253072954,10416.763596730656,395.25425691256373,366.58416056777867,23.58,Low Producer
1975,-2265.9823301977694,-78.22102082401177,-70.82084015871231,-3.055183385423669,1.063078116328275,3.017190974389572,81.49111115571053,11838.775945138446,440.58614921462237,344.29142930156894,25.14,Low Producer
1975,-2212.4511818516435,-79.86257185315273,-70.6262010511561,-0.5490301026653225,1.2697545307068767,3.6495305077301072,77.83941462248795,13113.729183962158,417.0830247305899,353.01256461251677,25.17,Low Producer
1975,-2272.5051228536204,-87.35306089863532,-74.1893100169944,-1.4134470960095125,1.3376392522379263,3.00105034247703,78.08165549072716,10372.805112132372,434.66487150234354,401.21581555323746,26.24,Low Producer
1975,-2321.606897885105,-75.87470674145975,-70.21904836000789,-2.5835436220134924,1.9883264230259685,3.4433924030622576,86.67788473701964,12089.842446066059,361.74302901262536,319.6395218932223,24.63,Low Producer
1975,-2194.8726598735707,-76.25234945218466,-67.68539174457258,-2.587173336088477,1.1125667237147698,3.165751008213743,86.08524716903753,11496.39630685554,451.475832203085,329.76631519274855,25.9,Low Producer
1975,-2194.2206857012493,-77.05229978166072,-69.9313763693558,-0.5217303246652003,2.3453972052047787,2.714216558631747,94.56161514276704,11954.298132037258,487.93788771241657,329.9353629357496,32.17,Low Producer
1975,-2346.345777409218,-81.83127452491036,-74.98086653396624,-2.1327242712743555,1.0239438929464173,3.5688162087005626,76.50195546411088,11080.088712452904,465.14612510125454,352.3485374274478,21.94,Low Producer
1975,-2222.7585118852444,-80.97701217490338,-67.95940141005234,-1.2026501157829617,1.739617676810534,3.007542522976166,92.2327052995683,11174.128746720336,460.19334096391316,400.8485186250052,28.59,Low Producer
1975,-2217.7631240517926,-73.12508104906976,-70.38793828236629,-3.0297198650366255,2.079436561507519,3.0116615583000494,70.93890817260183,12998.756498733055,467.82104470350276,330.53595509094356,27.42,Low Producer
1975,-2180.2728755337803,-65.92652422760483,-70.34002715588505,-2.2693342964090557,0.28156049464889266,3.4120470701173797,87.95213372078832,12564.333824076557,482.61717315761985,386.23984100218155,24.71,Low Producer
1975,-2273.1150266507093,-83.47069097562964,-74.68125672121455,1.1928797606805297,1.850675353260275,3.1877713723997,74.29383928725025,11625.274246413741,525.58362346769,325.5663310658171,29.4,Low Producer
1975,-2225.579523380382,-62.49487210160798,-66.97232635809686,-1.1096501334307112,1.5747516649075148,3.2550536651662028,86.98802129871996,10466.074246490365,530.771787729163,333.2749553730266,29.13,Low Producer
1975,-2285.6151439152213,-75.71694910244605,-68.7118009854424,0.4695447332477074,-1.200204018629265,3.5365010702813353,71.53332588701687,12446.21635601455,428.16808074565296,363.8825602548719,23.87,Low Producer
1975,-2362.7148131933463,-76.43831007248048,-66.84910883124854,0.786225983836288,-0.06401648215510858,2.8693916961212675,82.66830645171541,11026.871966966079,438.522372612031,339.48369309381115,29.06,Low Producer
1975,-2384.501512162771,-75.22150992922566,-69.64461756095473,-0.24682854333584703,3.403642923428949,3.4478443065005067,70.36664478447334,10264.664413656337,467.640405944233,320.73300060745896,29.08,Low Producer
1975,-2237.8268456273213,-74.84040220274221,-68.37815532032087,-2.719619182920673,1.194072532514221,3.027840384848415,95.14552010434,12164.912754054792,430.2410253537073,329.5722158283485,26.42,Low Producer
1975,-2230.1939630189972,-78.61117498148072,-71.2128017460357,-1.3084255901545858,0.6685296173528881,3.5308784574881917,84.68292754117223,9565.15425178901,399.35524731797364,308.1361873760552,24.05,Low Producer
1975,-2216.4984016578437,-72.83664326279988,-69.72234723593033,-1.769780340172431,1.686094189211159,3.3833092530765634,81.4445567907467,10306.791131380041,487.0754572345613,372.34418290299334,26.5,Low Producer
1975,-2186.49738028282,-82.6695638820704,-70.59997294208303,-0.6191257897897475,-0.588766151559529,3.3568596546379257,72.78435899726166,12400.175952151785,401.7463901259826,344.66635424471116,24.02,Low Producer
1975,-2213.657193424326,-63.43573164662414,-72.1702978179966,-2.683019972611489,-0.21856238689031726,2.832648582144952,94.99480791015529,13249.13820070093,454.83323098858534,361.88463500992907,26.54,Low Producer
1975,-2269.092718182684,-84.60586892847587,-73.9585516374981,-0.4091820875778487,-0.6645581582451681,3.5860547200365605,85.45732106385545,9796.018618196502,411.71598391948646,356.3784639793222,21.91,Low Producer
1975,-2230.089994848784,-77.1717489751813,-64.51298159279459,2.3794311691795316,1.873934469737904,3.062972009317718,93.37804663038037,11142.584127993623,446.3016897069262,359.66357944845265,33.47,Low Producer
1975,-2259.5599539797468,-80.23889057389471,-68.25583631461217,-3.2610709997070577,1.5307285824288135,2.8254316070676753,88.2397708738522,11035.189757855318,457.96502829432325,384.0016634999226,26.65,Low Producer
1975,-2137.333276126671,-81.80127862468547,-67.23258297999152,-1.7845826821263575,2.0485712222877925,3.2843950698396895,71.31504706970154,9474.098108736433,454.5155084670484,327.39123871118034,27.29,Low Producer
1975,-2217.479284809479,-80.08004279112791,-70.88307104471959,-4.0319899743268,-0.20020321994417567,2.902629386764407,90.13328534515887,12110.310041622635,378.46483429094013,390.26672432968934,22.96,Low Producer
1975,-2245.936736678037,-74.18467489863414,-68.310532607211,-0.40637964420355455,-0.9749339778820301,3.198825976415934,86.7115997696729,10882.296142151637,491.8552166227304,325.7995241574308,25.37,Low Producer
1975,-2230.3234277698552,-62.57361745261585,-70.9333443614724,1.7624074043944717,1.920077516092118,3.0762573093032612,92.38364461113142,10505.961255961614,507.38465285183526,294.0616380552792,33.56,Low Producer
1975,-2162.0281655715,-83.98831396135719,-69.62935810472685,0.41622362044805983,1.1554873695531902,3.3796736738969857,88.44593426790009,12263.672530581436,461.21064748649724,352.22078577125717,27.6,Low Producer
1975,-2232.3609048751146,-86.35568873643608,-67.49511727511845,-1.1261621631063998,1.3530524883539856,2.9191153133195322,95.63367233246517,11959.585935191002,419.82408936832513,373.2365013881417,28.07,Low Producer
1975,-2232.9545921133795,-78.07081190842635,-66.00832466412794,-4.029287860256028,1.6513433465725484,2.9706533276700298,90.29346960280532,12748.121303549498,437.3178686374997,336.9900742148898,25.72,Low Producer
1975,-2144.4874101148,-73.48312456304163,-65.53541663199586,-4.17400867146655,1.3471653456300365,3.3957187750371562,76.52286529310175,12388.754790465573,454.67935333324783,379.5084405007947,23.87,Low Producer
1975,-2267.8814934993975,-78.37855468554507,-76.97829297987474,0.15568951826579425,1.4080205525111746,2.82999952847069,90.65230444448896,9793.567963006766,428.5363520305549,318.99879881873784,29.8,Low Producer
1975,-2306.167932085811,-81.21149532775024,-72.16070280640687,-2.882035617187431,0.9549096463971845,3.2515272411580347,80.76114612047108,10370.614960135068,461.4688226204996,331.5355180585209,23.25,Low Producer
1975,-2276.1150487030955,-58.83889287733521,-71.05351755822133,0.6007852458905449,3.10744112512403,2.8546087257153845,74.94278489615424,11518.0347184637,460.51229582046284,324.00603690455097,35.08,Low Producer
1975,-2265.2145703099654,-66.60537512775596,-64.2706816726871,-2.5273433287490574,-0.0820622450354973,3.303711422405009,92.8433274997373,10799.620659866778,442.16254754206244,410.3930457804435,24.55,Low Producer
1975,-2173.9769551939876,-80.66720101605526,-68.35719295074178,-2.1525630451788524,1.758940489003178,3.3195698026136555,85.4240063770559,12681.47526082222,432.47244500559776,323.32818298505515,26.06,Low Producer
1975,-2308.1875405311293,-79.91058450601535,-69.0009333109748,1.730204154332018,0.32710531125297715,3.2492333493605576,93.83379359336553,8076.856531615662,409.72101751294633,372.13883532687134,28.4,Low Producer
1975,-2208.4223782346094,-65.67080872812302,-72.5761703919231,-4.450913281795302,1.6013131184418028,3.2528050022907102,88.43665137043591,11873.431847889178,497.3752588856617,347.52950999383626,24.36,Low Producer
1975,-2166.5147059388196,-66.74204103742193,-64.39546071699763,-0.3323222023386432,0.7827464955880894,3.232277011015331,79.38332791925598,11011.907283096012,483.83936103980955,361.6653924356547,29.29,Low Producer
1975,-2205.1048753564824,-76.40944026418795,-68.88202313101795,-0.02804514742311026,-0.9362109775440981,3.2054212616542888,77.27450026979648,11675.248590007484,469.77306581156176,396.3173218206006,25.79,Low Producer
1975,-2246.123506448162,-73.32653763315896,-68.08161727196675,1.3394159035742539,0.8761158078969623,3.2613847356694747,87.71341300775055,11674.521525499658,467.644856926892,339.1774555969892,29.74,Low Producer
1975,-2251.7352699035587,-77.36053717445415,-68.32484257101366,-4.757926021765271,2.2545194493821987,3.094370989106913,94.40303057226654,11617.942022691328,425.7166609965861,352.78061173458565,24.71,Low Producer
1975,-2137.621175389376,-75.30089569202003,-70.6998061183035,1.8860827249930625,-0.8824180705411173,2.716262689543582,74.58146699336673,12340.962167206162,483.95402008994176,366.6467174990642,31.12,Low Producer
1975,-2152.3897192039904,-76.38656527623196,-72.62544545634304,-1.706262540554344,1.8232477529946487,2.9300028481974114,77.67802566576276,13272.35066736785,445.6313588750936,340.8325953203812,28.91,Low Producer
1975,-2242.26935996751,-72.40550691535134,-72.96576112371707,1.0987762873318672,0.8932034680896606,3.4458050829493883,97.10941598161222,11771.6471695922,447.13701092342393,351.76136628380635,28.09,Low Producer
1975,-2186.447104474169,-71.65794380813992,-66.91622673925608,-3.1998637995774946,1.4202194917816733,3.4748243888472574,83.4826258423514,12093.940129720184,433.01038181164574,391.19105734425824,24.51,Low Producer
1975,-2230.6228447337,-84.76050336573888,-68.47627132981681,-2.7258929834547856,2.0928366136853414,3.056422724553474,78.69013484986007,11275.70041272604,429.5903766450652,338.7215853729434,26.48,Low Producer
1975,-2268.1553351412836,-57.71237662250188,-70.5067298649881,0.34233874043818835,-0.42171762988241346,3.2818689060404957,71.109327109754,11918.617885452675,450.7310817454738,337.7937563664743,27.91,Low Producer
1975,-2228.5055423409017,-82.87270209280516,-64.00093668643716,0.07925212303620843,0.7127465740214369,3.205914884578797,79.14091663083177,10710.486180742726,435.57270397526753,345.26847333509096,27.85,Low Producer
1975,-2233.286051290723,-76.08579811388127,-71.27473138175097,-1.1482614870060608,-0.38142261064093197,3.417554202207984,75.60420683885468,12125.572213740428,496.80584405274755,360.5663793093173,23.67,Low Producer
1975,-2224.843069840624,-79.32851208938203,-66.62105123279287,-0.7917263062408507,2.163751186036052,3.3397377963700334,79.50460539119857,11659.120558223442,474.59806730619505,341.80906937020603,28.15,Low Producer
1975,-2151.9996602511533,-72.06394000056602,-61.79105353268479,-2.165138910280014,1.2659142149179692,2.9730532256885653,92.11155819998942,11193.167353828785,455.01970926973354,409.974651899927,28.94,Low Producer
1975,-2128.236969329192,-71.82152867593514,-68.7694681857461,-1.2839436119071297,1.7975733645495415,2.974985635656351,72.02155545141693,12780.01985839805,452.48127263030534,365.7830407367233,30.15,Low Producer
1975,-2177.7232294078576,-87.76504480181049,-71.82702801047337,-4.3112523505118485,3.602258233289176,3.1768137764037885,94.4558506662865,13336.341293502595,418.4279548984503,358.43744241622005,25.62,Low Producer
1975,-2190.5141096925436,-85.7696280118384,-64.0883349686292,0.984164437465413,0.1867684880376117,3.28707677735623,90.04309901109848,11926.58190184056,418.25859471155104,310.56104981179755,27.7,Low Producer
1975,-2231.2173914420714,-75.93138707771296,-65.43598139886946,-5.521967596165565,1.3057597775111114,2.945775029416742,80.9502830262493,11840.827392201627,402.8233741943424,378.1487068867241,24.51,Low Producer
1975,-2255.386301337968,-72.44397885393329,-69.04581899206669,-0.6413265109983813,1.099868458378332,2.9177417106785146,79.43608894007602,11242.93947687285,498.29108454029466,358.1314672785415,29.46,Low Producer
1975,-2308.9218031873515,-80.65526350318598,-67.19884443978128,0.024742217973062086,2.589251189352945,3.4671920427671767,92.55876428260149,11297.109913889786,474.7493938847425,351.5720400961003,28.34,Low Producer
1975,-2243.300694893062,-76.2059494520651,-69.12613222960488,-1.5670000257177148,1.9459184067280737,3.211428094877606,71.10161913871826,11389.028436082615,411.36468083724515,336.99787586123074,27.58,Low Producer
1975,-2202.3259572797656,-78.92537214266454,-68.86289882020452,-1.2491833314817242,1.5882953593677351,3.1706124349128526,84.436688800219,12626.921110214886,515.2423703819964,338.7844616557116,27.68,Low Producer
1975,-2164.110540503491,-82.05178412781747,-66.89911158192945,-3.396148013712581,0.1891003510954533,3.6210868978506934,94.30798312257015,12191.634060147173,403.7958385625038,345.4295859468516,20.89,Low Producer
1975,-2112.258823057243,-68.17190617452555,-67.89210840613148,-2.3080574896976325,1.0877480966375115,3.2434645178379244,88.9423748017629,12202.249367059272,486.0117454219704,315.640660369475,27.07,Low Producer
1975,-2133.6879487446513,-82.78940849777295,-67.90833100568375,-2.8576965300348443,0.9166201494291097,3.272327730266766,94.38109660944326,12056.194120655564,484.6525372261059,358.29341268596414,24.39,Low Producer
1975,-2207.703263518563,-86.52079200064146,-71.9315543907087,0.3844562297700216,1.740935396943797,3.3587225802327163,82.19633281476213,12188.220558567027,421.7064704525787,339.27630255537116,27.7,Low Producer
1975,-2238.321263400907,-74.73728444546065,-72.46051648166672,-4.09209158866973,3.072856582192464,3.013668503369968,80.87962683556968,10048.26675877295,439.9016716138768,302.7503339455126,26.97,Low Producer
1975,-2263.105506928337,-73.66927089843347,-71.1713774327218,0.46139675702963046,2.994171557104437,2.7051989398276937,94.1733421880111,10824.946272309759,365.18225818255803,394.93080944932495,34.1,Low Producer
1975,-2308.7814117533253,-86.24784294860294,-65.56559544308077,2.891554331410691,2.799554664063674,3.324060006411519,92.76360068405062,11142.385772892434,441.2272726423246,344.1463919192266,32.43,Low Producer
1975,-2196.2626818138674,-75.07869435426547,-71.98565671955375,-3.0670307092711613,-0.2795540878802547,3.4135981610255484,85.09651574690713,11020.900354536123,481.9836925015501,296.7661714703131,21.78,Low Producer
1976,-2623.277610456652,-56.49474404621211,-79.6790122924597,-1.7918396699946442,1.6525677287319174,2.9782142199300004,75.08027373547756,12720.239954875646,503.2904070186157,331.15388059005176,27.63,Low Producer
1976,-2599.6975709752205,-48.2751607749133,-68.79089357172019,-2.4296338593495075,1.0202949117471007,3.295081493314254,86.84513096409728,11145.359496262217,513.6597809115731,349.93300513665673,26.27,Low Producer
1976,-2493.8412085130403,-85.36084194591706,-84.72042683159631,1.7617381377364911,-0.6795222060086707,3.0388108564849006,91.85471442682814,11987.57412021232,418.16263080603255,362.5484725042738,24.96,Low Producer
1976,-2550.6322405695937,-69.11803111929386,-77.27337521289128,2.6133521324431346,-0.6716672273132509,3.3066098043956407,94.1583181712104,10413.070625106902,463.7788697006925,328.70773208088184,26.95,Low Producer
1976,-2158.229786609401,-76.0746614593128,-56.32261416846108,2.591441402864432,0.21276067948981636,2.889893344492603,86.64533738521284,12194.704746133302,456.277744171668,384.21831702257253,33.79,Low Producer
1976,-2525.481760396914,-99.26976433784192,-90.84644067214829,0.36999111623178527,2.37276387742836,3.257840776779117,86.19483367617946,10654.09554700248,396.6910003897541,299.7176096531444,24.12,Low Producer
1976,-2439.70136027689,-91.6942465824716,-75.68049411079208,-3.590592480172062,0.9818085087369939,3.021855889167099,71.89315178058202,10742.36989396515,449.6595641044296,360.91558462811713,21.46,Low Producer
1976,-2129.100744787203,-65.10135139314015,-42.47489217448931,-3.498185862350369,-0.6660085316641373,3.3441495381709125,90.45821428669889,13803.514206064621,453.6218822621754,400.15598870957876,25.57,Low Producer
1976,-1926.6978383652252,-72.06052838457659,-61.42409166064356,-3.044712467542859,1.1576690712469013,2.8802328106809045,72.70694059010815,13863.396097384439,453.6416294803489,396.50205354481034,29.58,Low Producer
1976,-2724.4895193768834,-83.0389892537024,-84.77489188457899,-1.2561058392479563,1.9516016336315578,3.207791159273361,87.46039926407727,11929.218518217878,449.1437405697463,309.22230462577943,24.17,Low Producer
1976,-2117.8515418479733,-76.17308248484979,-59.39185944973691,0.3345641702302513,-0.08428629866033432,2.898378750217289,72.45399690938748,12059.624000300162,480.9369542952841,346.5138136170454,30.54,Low Producer
1976,-2898.403632965789,-34.62524849227778,-81.46659981782915,0.11788270139199253,0.9781469404232769,3.246537240977404,93.83989881686269,10414.219753524316,542.1135305646093,321.09455903456313,29.63,Low Producer
1976,-1764.3605316555042,-78.65356722539572,-64.68045580113716,-0.8084439488471754,0.06898241026403662,3.409499316898035,72.26573992543506,11555.261768479031,438.8373035638139,331.2246904888183,27.86,Low Producer
1976,-1587.0641169850785,-72.51898074930789,-65.84319674951483,-1.7927637492300383,1.1943525986668302,3.7335230798886903,91.41467442528388,12753.238495856976,463.8243801959025,322.0177006922163,27.99,Low Producer
1976,-2657.246097383918,-78.92267010838401,-75.2033099959114,-1.7240483453738027,1.0111449023662393,3.307782405958481,97.04302051229016,9185.719343112658,428.02612654149664,263.88659987835905,23.21,Low Producer
1976,-2045.9737576399239,-68.32923589807717,-77.40854629600408,-0.4152971189703719,-0.7297482074579791,2.9786162542943018,71.7177895590987,12516.883425883589,464.3710277212884,368.95106082924065,27.71,Low Producer
1976,-2111.04459325905,-79.4961729101247,-75.24999553249127,-1.931945435678631,0.43287013589640255,3.2287415689226076,84.26381958819411,10532.827118416664,481.44288790382143,348.4881835624027,24.8,Low Producer
1976,-1148.0380180410477,-92.22013654996864,-70.39668941798436,-1.6188134655404505,2.2236802697667706,3.079686263290826,81.59563307080995,12803.934202450844,443.0109223872303,364.6855001715974,33.16,Low Producer
1976,-2437.3746293270237,-120.06738668860837,-74.44409694902978,-0.6822527902754162,-0.9850850394063675,3.2315891823514145,70.33938169002901,10393.34981995587,367.2823617223364,288.60785589459465,20.45,Low Producer
